WeaponDescriptor;Salves;HasMainSalvo;SalvoIsMainSalvo;Turret_1_AngleRotationMax;Turret_1_AngleRotationMaxPitch;Turret_1_AngleRotationMinPitch;Turret_1_VitesseRotation;Turret_1_Weapon_1_Ammunition;Turret_1_Weapon_1_NbWeapons;Turret_1_Weapon_1_SalvoStockIndex;Turret_1_Weapon_2_Ammunition;Turret_1_Weapon_2_NbWeapons;Turret_1_Weapon_2_SalvoStockIndex;Turret_1_Weapon_3_Ammunition;Turret_1_Weapon_3_NbWeapons;Turret_1_Weapon_3_SalvoStockIndex;Turret_2_AngleRotationMax;Turret_2_AngleRotationMaxPitch;Turret_2_AngleRotationMinPitch;Turret_2_VitesseRotation;Turret_2_Weapon_1_Ammunition;Turret_2_Weapon_1_NbWeapons;Turret_2_Weapon_1_SalvoStockIndex;Turret_3_AngleRotationMax;Turret_3_AngleRotationMaxPitch;Turret_3_AngleRotationMinPitch;Turret_3_VitesseRotation;Turret_3_Weapon_1_Ammunition;Turret_3_Weapon_1_NbWeapons;Turret_3_Weapon_1_SalvoStockIndex;Turret_4_AngleRotationMax;Turret_4_AngleRotationMaxPitch;Turret_4_AngleRotationMinPitch;Turret_4_VitesseRotation;Turret_4_Weapon_1_Ammunition;Turret_4_Weapon_1_NbWeapons;Turret_4_Weapon_1_SalvoStockIndex;Turret_5_AngleRotationMax;Turret_5_AngleRotationMaxPitch;Turret_5_AngleRotationMinPitch;Turret_5_VitesseRotation;Turret_5_Weapon_1_Ammunition;Turret_5_Weapon_1_NbWeapons;Turret_5_Weapon_1_SalvoStockIndex
"WeaponDescriptor_ATteam_Konkurs_SOV";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_KonkursM";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_1_FR";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_1_RFA";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_2_RFA";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_2_para_RFA";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_M40A1_RFA";"['40', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_RocketInf_M40A1_RCL_106mm";1;0;"Ammo_RocketInf_M40A1_RCL_106mm_HE";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_SPG9_DDR";"['50', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_HEAT_73_mm_SPG9";1;0;"Ammo_Canon_HE_73_mm_SPG9";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_SPG9_FJ_DDR";"['50', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_HEAT_73_mm_SPG9";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_SPG9_VDV_SOV";"['50', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_HEAT_73_mm_SPG9";1;0;"Ammo_Canon_HE_73_mm_SPG9";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_TOW2_US";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_BGM71D_TOW_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_TOW_US";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_BGM71D_TOW_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AeroRifles_US";"['160', '160', '8', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_M16";8;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";2;1;;;;;"Ammo_RocketInf_M72_LAW_66mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_Engineer_CMD_US";"['220', '80', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_M16";11;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_Engineers_US";"['180', '80', '5', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_M16";9;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";1;1;;;;;"Ammo_Grenade_Satchel_Charge";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_MP_RCL_US";"['100', '8', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_M16";5;0;;;;;;;;;;;"Ammo_RocketInf_M67_RCL_90mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_MP_US";"['80', '90', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_M16";4;0;;;;;;;;;;;"Ammo_SAW_M249_5_56mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Atteam_Fagot_VDV_SOV";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9K111_Fagot";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Atteam_Konkurs_VDV_SOV";"['6', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_KonkursM";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM21V_GradV_SOV";"['2', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_M21OF_122mm_x12";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM21_Grad_DDR";"['2', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";3.141592653589793;0.7853981633974483;0.0;0.5235987755982988;"Ammo_RocketArt_M21OF_122mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM21_Grad_SOV";"['2', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_M21OF_122mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM27_Uragan_SOV";"['1', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_9M27F_HE_220mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BM30_Smerch_SOV";"['1', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";3.141592653589793;1.5707963267948966;-0.17453292519943295;1.0471975511965976;"Ammo_RocketArt_9M55K5_300mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1PG_SOV";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_DDR";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_SOV";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_reco_DDR";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1P_reco_SOV";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_CMD_DDR";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_CMD_SOV";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_SP1_DDR";"['40', '4', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_1_SP2_DDR";"['40', '4', '28', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M14_MalyutkaP";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_2_SOV";"['50', '4', '28', '1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_AutoCanon_AP_30mm_24A2_BMP2";1;0;"Ammo_AutoCanon_HE_30mm_24A2_BMP2";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_ATGM_9M113_Konkurs_BMP2";1;1;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_BMP_3_SOV";"['34', '50', '6', '1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_Canon_HE_100mm_2A70";1;0;"Ammo_ATGM_9M117_Bastion";1;2;;;;0.017453292519943295;0.017453292519943295;-0.017453292519943295;1.5707963267948966;"Ammo_AutoCanon_AP_30mm_2A72_BMP3";1;1;2.0943951023931953;1.5707963267948966;-1.5707963267948966;;"Ammo_SMOKE_Vehicle_Grenadex8";1;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_2_DDR";"['14', '28', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_2_Konkurs_SOV";"['2', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_Konkurs_x5";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_2_SOV";"['14', '28', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_Konkurs_DDR";"['2', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_Konkurs_x5";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRDM_Strela_1_SOV";"['1', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_SAM_Strela1_x4";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRM_1_DDR";"['40', '28', '1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BRM_1_SOV";"['40', '28', '1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_73_mm_2A28_Grom";1;0;"Ammo_Canon_HE_73_mm_2A28_Grom";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_50_DDR";"['20', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_SGMB_7_62mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_60_CMD_SOV";"['15', '40', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_60_SOV";"['15', '40', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_BTR_70_DDR";"['14', '15', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_HMG_14_5_mm_KPVT";1;0;;;;;;;6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_MMG_PKT_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Buk_9K37M_SOV";"['1', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_SAM_9M38M1_x4";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Engineer_CMD_US";"['100', '-1', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_M16";5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_AT_RFA";"['180', '90', '6', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_G3KA4";9;0;;;;;;;;;;;"Ammo_MMG_inf__MG3_7_62mm";1;1;;;;;"Ammo_RocketInf_Armbrust";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_CMD_DDR";"['80', '6', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_Mpi_AK_74N";4;0;;;;;;;;;;;"Ammo_RocketInf_RPG7VL";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_CMD_RFA";"['100', '4', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0']";;;;;"Ammo_PM_uzi";5;0;;;;;;;;;;;"Ammo_RocketInf_Carl_Gustav";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_CMD_SOV";"['80', '8', '-1', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_AK_74";4;0;;;;;;;;;;;"Ammo_RocketInf_RPG7VL";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Engineers_DDR";"['140', '80', '5', '-1', '-1']";0;"['0', '0', '0', '0', '0', '0', '0']";;;;;"Ammo_FM_Mpi_AK_74N";7;0;;;;;;;;;;;"Ammo_MMG_PKM_7_62mm";1;1;;;;;"Ammo_Grenade_Satchel_Charge";1;2;;;;;;;;;;;;;;
