WeaponDescriptor;Salves;HasMainSalvo;SalvoIsMainSalvo;Turret_1_AngleRotationMax;Turret_1_AngleRotationMaxPitch;Turret_1_AngleRotationMinPitch;Turret_1_VitesseRotation;Turret_1_Weapon_1_Ammunition;Turret_1_Weapon_1_NbWeapons;Turret_1_Weapon_1_SalvoStockIndex;Turret_1_Weapon_2_Ammunition;Turret_1_Weapon_2_NbWeapons;Turret_1_Weapon_2_SalvoStockIndex;Turret_1_Weapon_3_Ammunition;Turret_1_Weapon_3_NbWeapons;Turret_1_Weapon_3_SalvoStockIndex;Turret_2_AngleRotationMax;Turret_2_AngleRotationMaxPitch;Turret_2_AngleRotationMinPitch;Turret_2_VitesseRotation;Turret_2_Weapon_1_Ammunition;Turret_2_Weapon_1_NbWeapons;Turret_2_Weapon_1_SalvoStockIndex;Turret_3_AngleRotationMax;Turret_3_AngleRotationMaxPitch;Turret_3_AngleRotationMinPitch;Turret_3_VitesseRotation;Turret_3_Weapon_1_Ammunition;Turret_3_Weapon_1_NbWeapons;Turret_3_Weapon_1_SalvoStockIndex;Turret_4_AngleRotationMax;Turret_4_AngleRotationMaxPitch;Turret_4_AngleRotationMinPitch;Turret_4_VitesseRotation;Turret_4_Weapon_1_Ammunition;Turret_4_Weapon_1_NbWeapons;Turret_4_Weapon_1_SalvoStockIndex;Turret_5_AngleRotationMax;Turret_5_AngleRotationMaxPitch;Turret_5_AngleRotationMinPitch;Turret_5_VitesseRotation;Turret_5_Weapon_1_Ammunition;Turret_5_Weapon_1_NbWeapons;Turret_5_Weapon_1_SalvoStockIndex
"WeaponDescriptor_AMX_10_HOT_FR";"[3, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_HOT2_x4";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_10_PC_CMD_FR";"[56, 1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_AutoCanon_AP_M693_F1_20mm";1;0;"Ammo_AutoCanon_HE_M693_F1_20mm";1;0;"Ammo_SMOKE_Vehicle_Grenadex8";1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_10_P_FR";"[56, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_AutoCanon_AP_M693_F1_20mm";1;0;"Ammo_AutoCanon_HE_M693_F1_20mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_10_P_MILAN_FR";"[56, 6, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_AutoCanon_AP_M693_F1_20mm";1;0;"Ammo_AutoCanon_HE_M693_F1_20mm";1;0;;;;6.283185307179586;0.7853981633974483;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_10_P_VOA_FR";"[29, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_AANF1_7_62mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_10_RCR_FR";"[38, 56, 1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_105mm_F2_BK_MECA_L48";1;0;"Ammo_Canon_HE_105mm_F2_BK_MECA_L48";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_AANF1_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_10_RC_FR";"[38, 56, 1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_105mm_F2_BK_MECA_L48";1;0;"Ammo_Canon_HE_105mm_F2_BK_MECA_L48";1;0;;;;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_MMG_AANF1_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_13_DCA_FR";"[7, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_DCA_2_canons_HS_831_30mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_13_VCI_12_7mm_FR";"[133, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;1.3089969389957472;-0.17453292519943295;1.0471975511965976;"Ammo_HMG_12_7_mm_M2HB";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_13_VCI_20mm_FR";"[56, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.3962634015954636;"Ammo_AutoCanon_AP_M693_F1_20mm";1;0;"Ammo_AutoCanon_HE_M693_F1_20mm";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_30_AuF1_FR";"[10, 80, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";0.2617993877991494;1.3089969389957472;-0.17453292519943295;1.0471975511965976;"Ammo_Howz_Canon_GCT_Howitzer_155mm";1;0;"Ammo_Howz_Canon_GCT_Howitzer_155mm_SMOKE";1;0;"Ammo_Howz_Canon_GCT_Howitzer_155mm_Direct";1;0;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_HMG_12_7_mm_M2HB";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_30_B2_Brennus_FR";"[47, 56, 28, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_105mm_CN_105_F1_BRENNUS";1;0;"Ammo_Canon_HE_105mm_CN_105_F1_BRENNUS";1;0;;;;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_AANF1_7_62mm";1;2;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_AutoCanon_HE_20mm_M621_GIAT_AMX30";1;1;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_30_B2_CMD_FR";"[47, 56, 28, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_105mm_CN_105_F1_late";1;0;"Ammo_Canon_HE_105mmCN_105_F1_late";1;0;;;;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_AANF1_7_62mm";1;2;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_AutoCanon_HE_20mm_M621_GIAT_AMX30";1;1;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_30_B2_FR";"[47, 56, 28, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_105mm_CN_105_F1_late";1;0;"Ammo_Canon_HE_105mmCN_105_F1_late";1;0;;;;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_AANF1_7_62mm";1;2;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_AutoCanon_HE_20mm_M621_GIAT_AMX30";1;1;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_30_B_FR";"[47, 56, 28, 1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_105mm_CN_105_F1";1;0;"Ammo_Canon_HE_105mm_CN_105_F1";1;0;;;;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_AANF1_7_62mm";1;2;0.017453292519943295;0.13962634015954636;-0.13962634015954636;1.5707963267948966;"Ammo_AutoCanon_HE_20mm_M621_GIAT_AMX30";1;1;;;;;;;;;;;;;;
"WeaponDescriptor_AMX_30_EBG_FR";"[15, 30, 1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_HE_142mm_AVRE";1;0;;;;;;;6.283185307179586;1.3089969389957472;-0.2617993877991494;2.0943951023931953;"Ammo_MMG_AANF1_7_62mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AT_D44_85mm_DDR";"[40, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";0.12217304763960307;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_85mm_D44";1;0;"Ammo_Canon_HE_85mm_D44";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AT_D44_85mm_SOV";"[40, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";0.12217304763960307;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_85mm_D44";1;0;"Ammo_Canon_HE_85mm_D44";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AT_D44_85mm_VDV_SOV";"[40, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";0.12217304763960307;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_85mm_D44";1;0;"Ammo_Canon_HE_85mm_D44";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AT_T12_Rapira_DDR";"[60, 10, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";0.12217304763960307;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_100mm_2A29_Rapira";1;0;"Ammo_Canon_HE_100mm_2A29_Rapira";1;0;"Ammo_ATGM_9M117_Bastion";1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AT_T12_Rapira_SOV";"[60, 10, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";0.12217304763960307;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_AP_100mm_2A29_Rapira";1;0;"Ammo_Canon_HE_100mm_2A29_Rapira";1;0;"Ammo_ATGM_9M117_Bastion";1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Fagot_DDR";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9K111_Fagot";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Fagot_FJ_DDR";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9K111_Fagot";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Fagot_SOV";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9K111_Fagot";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_ITOW_US";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_BGM71C_ITOW";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Konkurs_DDR";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_KonkursM";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Konkurs_SOV";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_9M113_KonkursM";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_1_FR";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_1_RFA";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_1_UK";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_2_FR";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_2_RFA";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_2_UK";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_Milan_2_para_RFA";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_MILAN_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_M40A1_RFA";"[40, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_RocketInf_M40A1_RCL_106mm_TOWED";1;0;"Ammo_RocketInf_M40A1_RCL_106mm_HE_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_SPG9_DDR";"[50, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_HEAT_73_mm_SPG9_TOWED";1;0;"Ammo_Canon_HE_73_mm_SPG9_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_SPG9_FJ_DDR";"[50, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_HEAT_73_mm_SPG9_TOWED";1;0;"Ammo_Canon_HE_73_mm_SPG9_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_RCL_SPG9_VDV_SOV";"[50, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_Canon_HEAT_73_mm_SPG9_TOWED";1;0;"Ammo_Canon_HE_73_mm_SPG9_TOWED";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_TOW2_US";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_BGM71D_TOW_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_TOW2_para_US";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_BGM71D_TOW_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_ATteam_TOW_US";"[6, -1, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";6.283185307179586;0.4363323129985824;-0.17453292519943295;1.0471975511965976;"Ammo_ATGM_BGM71D_TOW_2";1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AeroRifles_CMD_US";"[120, 8, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";6;0;;;;;;;;;;;"Ammo_RocketInf_M72_LAW_66mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_AeroRifles_US";"[160, 160, 8, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";8;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";2;1;;;;;"Ammo_RocketInf_M72_LAW_66mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_CMD_US";"[240, 6, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";12;0;;;;;;;;;;;"Ammo_RocketInf_AT4_83mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_Dragon_US";"[160, 180, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";8;0;;;;;;;;;;;"Ammo_SAW_M249_5_56mm";2;1;;;;;"Ammo_M47_DRAGON_II";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_Engineer_CMD_US";"[220, 80, 8, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";11;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";1;1;;;;;"Ammo_RocketInf_M72_LAW_66mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_Engineers_Flash_US";"[80, 80, 4, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";4;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";1;1;;;;;"Ammo_RocketInf_M202_Flash_66mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_Engineers_US";"[180, 80, 5, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";9;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";1;1;;;;;"Ammo_Grenade_Satchel_Charge";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_HMG_US";"[80, 270, 8, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";4;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";3;1;;;;;"Ammo_RocketInf_M72_LAW_66mm";1;2;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_MP_RCL_US";"[100, 8, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";5;0;;;;;;;;;;;"Ammo_RocketInf_M67_RCL_90mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_MP_US";"[80, 90, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";4;0;;;;;;;;;;;"Ammo_SAW_M249_5_56mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_Scout_US";"[80, 6, -1, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";4;0;;;;;;;;;;;"Ammo_RocketInf_AT4_83mm";1;1;;;;;;;;;;;;;;;;;;;;;
"WeaponDescriptor_Airborne_US";"[160, 160, 6, -1, -1, -1]";0;"[0, 0, 0, 0, 0, 0, 0]";;;;;"Ammo_FM_M16";8;0;;;;;;;;;;;"Ammo_MMG_M60_7_62mm";2;1;;;;;"Ammo_RocketInf_AT4_83mm";1;2;;;;;;;;;;;;;;
