Ammunition;Name;TypeCategoryName;Caliber;TraitsToken;Level;Arme;Puissance;ShotsBeforeMaxNoise;NbTirParSalves;TempsEntreDeuxTirs;TempsEntreDeuxSalves;PorteeMaximale;PorteeMinimale;PorteeMaximaleTBA;PorteeMinimaleTBA;PorteeMaximaleHA;PorteeMinimaleHA;AltitudeAPorteeMaximale;AltitudeAPorteeMinimale;AffecteParNombre;AngleDispersion;DispersionAtMaxRange;DispersionAtMinRange;RadiusSplashPhysicalDamages;PhysicalDamages;RadiusSplashSuppressDamages;SuppressDamages;RayonPinned;AllowSuppressDamageWhenNoImpact;TirIndirect;TirReflexe;InterdireTirReflexe;NoiseDissimulationMalus;BaseCriticModifier;EBaseHitValueModifier_Idling;EBaseHitValueModifier_Moving;MaxSuccessiveHitCount;TempsDeVisee;SupplyCost;CanShootOnPosition;CanShootWhileMoving;NbrProjectilesSimultanes;MissileDescriptor;SmokeDescriptor;FireDescriptor;CanHarmInfantry;CanHarmVehicles;CanHarmHelicopters;CanHarmAirplanes;CanHarmGuidedMissiles;IsHarmlessForAllies;PiercingWeapon;DamageTypeEvolutionOverRangeDescriptor;FlightTimeForSpeed;DistanceForSpeed
"Ammo_AutoCanon_AP_30mm_2A72_BMP3";"ARDAQLIWOF";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='ap' Index=13)";100.0;5;10;0.2;2.0;1765.017667844523;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;0.35335689045936397;1.0;0.35335689045936397;1.0;141.3427561837456;0;0;1;0;2.0;0;5;4;;0.5;130;1;1;1;;;;1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.4;1766.7844522968198
"Ammo_AutoCanon_AP_30mm_Bitube_Gsh30k";"MSNHCCEQDM";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='ap' Index=11)";100.0;5;10;0.2;2.0;1590.1060070671379;35.3356890459364;0.0;0.0;0.0;0.0;24.73498233215548;12.36749116607774;0;0.0;8.8339222614841;;0.35335689045936397;1.0;0.35335689045936397;1.0;141.3427561837456;0;0;1;0;2.0;0;4;1;;0.5;110;1;1;1;;;;1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.4;1766.7844522968198
"Ammo_AutoCanon_AP_30mm_L21A1_RARDEN";"JVVPPBVQBV";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='ap' Index=12)";100.0;5;10;0.3;4.0;1765.017667844523;35.3356890459364;0.0;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;0.35335689045936397;1.0;0.35335689045936397;1.0;141.3427561837456;0;0;1;0;2.0;0;6;2;;0.5;120;1;1;1;;;;1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.6;1766.7844522968198
"Ammo_AutoCanon_AP_30mm_M230";"JGDZLTJKPF";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='ap' Index=11)";100.0;5;10;0.2;2.0;1590.1060070671379;35.3356890459364;0.0;0.0;0.0;0.0;24.73498233215548;12.36749116607774;0;0.0;8.8339222614841;;0.35335689045936397;1.0;0.35335689045936397;1.0;141.3427561837456;0;0;1;0;2.0;0;9;8;;0.5;110;1;1;1;;;;1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.4;1766.7844522968198
"Ammo_AutoCanon_AP_M693_F1_20mm";"JKWKVBDOVL";"YSSCMQVTWR";"SBCJOQKGLU";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='ap' Index=11)";100.0;5;10;0.3;4.0;1590.1060070671379;35.3356890459364;0.0;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;0.35335689045936397;1.0;0.35335689045936397;1.0;141.3427561837456;0;0;1;0;2.0;0;5;2;;0.5;110;1;1;1;;;;1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.6;1766.7844522968198
"Ammo_AutoCanon_HE_20mm_M621_GIAT";"LBBIKKBUZY";"YSSCMQVTWR";"DRPIGUYCFN";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he_autocanon' Index=1)";100.0;5;10;0.2;2.0;1765.017667844523;35.3356890459364;1414.8409893992934;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;3.53356890459364;0.24;7.06713780918728;13.0;141.3427561837456;0;0;1;0;2.0;25;5;2;;0.5;20;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.4;1766.7844522968198
"Ammo_AutoCanon_HE_20mm_MK_20_Rh_202";"PBVGGCENME";"YSSCMQVTWR";"KDSXWMVBPE";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he_autocanon' Index=1)";100.0;5;10;0.2;2.0;1590.1060070671379;35.3356890459364;1590.1060070671379;0.0;0.0;0.0;24.73498233215548;12.36749116607774;0;0.0;8.8339222614841;;3.53356890459364;0.24;7.06713780918728;13.0;141.3427561837456;1;0;1;0;2.0;25;7;3;;0.5;20;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.4;1766.7844522968198
"Ammo_AutoCanon_HE_23mm_Bitube_Gsh23L";"PBHLRGBIDM";"ZJQCIJREVP";"LAWEJTRDZZ";"['MOTION']";3;" TDamageTypeRTTI(Family='balledca' Index=3)";100.0;5;10;0.2;4.0;1060.070671378092;35.3356890459364;1234.982332155477;35.3356890459364;0.0;35.3356890459364;21.20141342756184;10.60070671378092;1;0.0;5.30035335689046;1.76678445229682;12.36749116607774;0.69;16.254416961130744;15.0;141.3427561837456;0;0;1;0;2.0;25;2;2;1;0.5;10;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;1;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";0.85;1766.7844522968198
"Ammo_AutoCanon_HE_25mm_M242_Bushmaster_Late";"SHBINZZBDX";"YSSCMQVTWR";"IQVKWJHLNK";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he_autocanon' Index=1)";100.0;5;10;0.3;4.0;1765.017667844523;35.3356890459364;1414.8409893992934;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;4.593639575971731;0.3;8.8339222614841;17.0;141.3427561837456;1;0;1;0;2.0;25;9;4;;0.5;20;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.6;1766.7844522968198
"Ammo_AutoCanon_HE_30mm_24A2";"RTWQFPEGNH";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='balledca' Index=3)";100.0;5;10;0.3;4.0;1590.1060070671379;35.3356890459364;1590.1060070671379;0.0;0.0;0.0;21.20141342756184;10.60070671378092;0;0.0;8.8339222614841;;15.90106007067138;0.9;21.20141342756184;20.0;141.3427561837456;0;0;1;0;2.0;25;9;8;;0.5;10;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.6;1766.7844522968198
"Ammo_AutoCanon_HE_30mm_24A2_BMP2";"SRCEHVIUIK";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he_autocanon' Index=1)";100.0;5;10;0.3;4.0;1590.1060070671379;35.3356890459364;1590.1060070671379;0.0;0.0;0.0;21.20141342756184;10.60070671378092;0;0.0;8.8339222614841;;5.30035335689046;0.36;10.60070671378092;20.0;141.3427561837456;1;0;1;0;2.0;25;5;2;;0.5;30;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.6;1766.7844522968198
"Ammo_AutoCanon_HE_30mm_2A72_BMP3";"UMYPTQHMSD";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he_autocanon' Index=1)";100.0;5;10;0.2;2.0;1765.017667844523;35.3356890459364;1765.017667844523;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;5.30035335689046;0.36;10.60070671378092;20.0;141.3427561837456;0;0;1;0;2.0;25;5;4;;0.5;30;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.4;1766.7844522968198
"Ammo_AutoCanon_HE_30mm_Bitube_Gsh30k";"KYGQUPOQYP";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='balledca' Index=3)";100.0;5;10;0.2;2.0;1590.1060070671379;35.3356890459364;1765.017667844523;0.0;0.0;0.0;24.73498233215548;12.36749116607774;0;0.0;8.8339222614841;;15.90106007067138;0.9;21.20141342756184;20.0;141.3427561837456;0;0;1;0;2.0;25;4;1;;0.5;10;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.4;1766.7844522968198
"Ammo_AutoCanon_HE_30mm_L21A1_RARDEN";"FHLLZYDBKV";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he_autocanon' Index=1)";100.0;5;10;0.3;4.0;1765.017667844523;35.3356890459364;1414.8409893992934;0.0;0.0;0.0;14.13427561837456;7.06713780918728;0;0.0;8.8339222614841;;5.30035335689046;0.36;10.60070671378092;20.0;141.3427561837456;1;0;1;0;2.0;25;6;2;;0.5;30;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;1.6;1766.7844522968198
"Ammo_AutoCanon_HE_30mm_M230";"YCPONUZYRL";"YSSCMQVTWR";"DYDXERZARY";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='balledca' Index=3)";100.0;5;10;0.2;2.0;1590.1060070671379;35.3356890459364;1765.017667844523;0.0;0.0;0.0;24.73498233215548;12.36749116607774;0;0.0;8.8339222614841;;15.90106007067138;0.9;21.20141342756184;20.0;141.3427561837456;1;0;1;0;2.0;25;9;8;;0.5;10;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;"DamageTypeEvolutionOverRangeDescriptor_AP1_1Km";1.4;1766.7844522968198
"Ammo_AutoCanon_HE_M693_F1_20mm";"WNPUDKBCXJ";"YSSCMQVTWR";"EILGBJABHL";"['MOTION', 'HE', 'KINETIC']";3;" TDamageTypeRTTI(Family='he_autocanon' Index=1)";100.0;5;10;0.2;2.0;1590.1060070671379;35.3356890459364;1590.1060070671379;0.0;0.0;0.0;10.60070671378092;5.30035335689046;0;0.0;8.8339222614841;;3.53356890459364;0.24;7.06713780918728;13.0;141.3427561837456;0;0;1;0;2.0;25;5;2;;0.5;20;1;1;1;;;;1;1;1;1;1;0;0;;1.4;1766.7844522968198
"Ammo_Bomb_BL755_cluster_264kg_x2";"CMUYESJGTE";"ODPPNIUOYS";"GLIGKLOZZT";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;2;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;1;1;0;0;1.0;25;30;30;1;0.0;500;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_BL755_cluster_264kg_x5";"CMUYESJGTE";"ODPPNIUOYS";"GLIGKLOZZT";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;5;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;1;1;0;0;1.0;25;30;75;1;0.0;1250;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_BLU100__Mk83_450kg";"NTXFIWLNOK";"ODPPNIUOYS";"HNUVKSYCSV";"['MOTION', 'HE']";3;" TDamageTypeRTTI(Family='howz_bombe' Index=1)";40.0;3;1;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;79.50530035335689;13.5;95.40636042402828;594.0;106.00706713780919;0;1;0;0;1.0;25;30;30;1;0.0;250;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;0;;;
"Ammo_Bomb_CBU_Mk20_Rockeye_II_250kg_x2";"PNKHGOIJHO";"ODPPNIUOYS";"HNUVKSYCSV";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;2;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;1;1;0;0;1.0;25;30;30;1;0.0;500;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CBU_Mk20_Rockeye_II_250kg_x4";"PNKHGOIJHO";"ODPPNIUOYS";"HNUVKSYCSV";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;4;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;1;1;0;0;1.0;25;30;30;1;0.0;1000;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CBU_Mk20_Rockeye_II_250kg_x5";"PNKHGOIJHO";"ODPPNIUOYS";"HNUVKSYCSV";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;5;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;1;1;0;0;1.0;25;30;30;1;0.0;1250;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CBU_Mk20_Rockeye_II_250kg_x6";"PNKHGOIJHO";"ODPPNIUOYS";"HNUVKSYCSV";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;6;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;1;1;0;0;1.0;25;30;30;1;0.0;1500;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CBU_Mk20_Rockeye_II_250kg_x8";"PNKHGOIJHO";"ODPPNIUOYS";"HNUVKSYCSV";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;8;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;1;1;0;0;1.0;25;30;30;1;0.0;2000;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CLU_RBK_250kg_x2";"EHUXOPZKLQ";"ODPPNIUOYS";"MITQEWDZRG";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;2;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;0;1;0;0;1.0;25;30;30;1;0.0;500;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CLU_RBK_250kg_x4";"EHUXOPZKLQ";"ODPPNIUOYS";"MITQEWDZRG";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;4;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;0;1;0;0;1.0;25;30;30;1;0.0;1000;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CLU_RBK_250kg_x6";"EHUXOPZKLQ";"ODPPNIUOYS";"MITQEWDZRG";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;6;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;0;1;0;0;1.0;25;30;30;1;0.0;1500;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CLU_RBK_250kg_x8";"EHUXOPZKLQ";"ODPPNIUOYS";"MITQEWDZRG";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;8;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;159.01060070671377;2.16;159.01060070671377;225.0;141.3427561837456;0;1;0;0;1.0;25;30;30;1;0.0;2000;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CLU_RBK_500kg_x2";"CPFZEPTLPJ";"ODPPNIUOYS";"MITQEWDZRG";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;2;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;318.02120141342755;4.32;318.02120141342755;450.0;141.3427561837456;0;1;0;0;1.0;25;30;30;1;0.0;500;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CLU_RBK_500kg_x4";"CPFZEPTLPJ";"ODPPNIUOYS";"MITQEWDZRG";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;4;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;318.02120141342755;4.32;318.02120141342755;450.0;141.3427561837456;0;1;0;0;1.0;25;30;30;1;0.0;1000;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
"Ammo_Bomb_CLU_RBK_500kg_x6";"CPFZEPTLPJ";"ODPPNIUOYS";"MITQEWDZRG";"['MOTION', 'cluster']";3;" TDamageTypeRTTI(Family='ap_missile' Index=9)";100.0;3;6;0.1;1.0;174.91166077738515;0.0;0.0;0.0;0.0;0.0;26.501766784452297;13.250883392226148;0;0.0;17.6678445229682;17.6678445229682;318.02120141342755;4.32;318.02120141342755;450.0;141.3427561837456;0;1;0;0;1.0;25;30;30;1;0.0;1500;1;1;1;;;"Descriptor_Fire_Incendie";1;1;1;1;1;0;1;;;
